Region,State,Physical inactivity
Midwest,IL,0.27
Midwest,IL,0.206
Midwest,IL,0.19
Midwest,IL,0.318
Midwest,IL,0.287
Midwest,IL,0.274
Midwest,IL,0.23
Midwest,IL,0.194
Midwest,IL,0.193
Midwest,IL,0.285
Midwest,IL,0.286
Midwest,IL,0.266
Midwest,IL,0.254
Midwest,IL,0.301
Midwest,IL,0.318
Midwest,IL,0.271
Midwest,IL,0.261
Midwest,IL,0.272
Midwest,IL,0.248
Midwest,IL,0.306
Midwest,IL,0.307
Midwest,IL,0.269
Midwest,IL,0.282
Midwest,IL,0.322
Midwest,IL,0.328
Midwest,IL,0.301
Midwest,IL,0.269
Midwest,IL,0.279
Midwest,IL,0.277
Midwest,IL,0.299
Midwest,IL,0.305
Midwest,IL,0.254
Midwest,IL,0.229
Midwest,IL,0.225
Midwest,IL,0.221
Midwest,IL,0.254
Midwest,IL,0.239
Midwest,IL,0.289
Midwest,IL,0.291
Midwest,IL,0.271
Midwest,IL,0.3
Midwest,IL,0.267
Midwest,IL,0.267
Midwest,IL,0.235
Midwest,IL,0.236
Midwest,IL,0.312
Midwest,IL,0.292
Midwest,IL,0.307
Midwest,IL,0.284
Midwest,IL,0.274
Midwest,IL,0.254
Midwest,IL,0.245
Midwest,IL,0.232
Midwest,IL,0.274
Midwest,IL,0.264
Midwest,IL,0.281
Midwest,IL,0.256
Midwest,IL,0.258
Midwest,IL,0.303
Midwest,IL,0.279
Midwest,IL,0.29
Midwest,IL,0.301
Midwest,IL,0.28
Midwest,IL,0.278
Midwest,IL,0.279
Midwest,IL,0.254
Midwest,IL,0.249
Midwest,IL,0.294
Midwest,IL,0.292
Midwest,IL,0.258
Midwest,IL,0.267
Midwest,IL,0.32
Midwest,IL,0.314
Midwest,IL,0.27
Midwest,IL,0.267
Midwest,IL,0.3
Midwest,IL,0.282
Midwest,IL,0.284
Midwest,IL,0.258
Midwest,IL,0.311
Midwest,IL,0.331
Midwest,IL,0.291
Midwest,IL,0.278
Midwest,IL,0.281
Midwest,IL,0.278
Midwest,IL,0.289
Midwest,IL,0.266
Midwest,IL,0.291
Midwest,IL,0.285
Midwest,IL,0.301
Midwest,IL,0.279
Midwest,IL,0.271
Midwest,IL,0.266
Midwest,IL,0.302
Midwest,IL,0.298
Midwest,IL,0.279
Midwest,IL,0.283
Midwest,IL,0.283
Midwest,IL,0.276
Midwest,IL,0.293
Midwest,IL,0.294
Midwest,IL,0.285
Midwest,IL,0.282
Midwest,IL,0.274
Midwest,IL,0.283
Midwest,IL,0.237
Midwest,IL,0.226
Midwest,IL,0.293
Midwest,IL,0.311
Midwest,IL,0.264
Midwest,IL,0.267
Midwest,IL,0.227
Midwest,IL,0.238
Midwest,IN,0.285
Midwest,IN,0.299
Midwest,IN,0.258
Midwest,IN,0.239
Midwest,IN,0.273
Midwest,IN,0.27
Midwest,IN,0.352
Midwest,IN,0.339
Midwest,IN,0.307
Midwest,IN,0.309
Midwest,IN,0.286
Midwest,IN,0.268
Midwest,IN,0.27
Midwest,IN,0.273
Midwest,IN,0.28
Midwest,IN,0.278
Midwest,IN,0.272
Midwest,IN,0.271
Midwest,IN,0.315
Midwest,IN,0.334
Midwest,IN,0.309
Midwest,IN,0.27
Midwest,IN,0.287
Midwest,IN,0.3
Midwest,IN,0.351
Midwest,IN,0.32
Midwest,IN,0.301
Midwest,IN,0.317
Midwest,IN,0.285
Midwest,IN,0.274
Midwest,IN,0.281
Midwest,IN,0.279
Midwest,IN,0.279
Midwest,IN,0.323
Midwest,IN,0.315
Midwest,IN,0.298
Midwest,IN,0.234
Midwest,IN,0.21
Midwest,IN,0.269
Midwest,IN,0.266
Midwest,IN,0.347
Midwest,IN,0.32
Midwest,IN,0.275
Midwest,IN,0.294
Midwest,IN,0.313
Midwest,IN,0.318
Midwest,IN,0.273
Midwest,IN,0.271
Midwest,IN,0.263
Midwest,IN,0.24
Midwest,IN,0.307
Midwest,IN,0.31
Midwest,IN,0.338
Midwest,IN,0.309
Midwest,IN,0.287
Midwest,IN,0.284
Midwest,IN,0.195
Midwest,IN,0.18
Midwest,IN,0.257
Midwest,IN,0.256
Midwest,IN,0.311
Midwest,IN,0.277
Midwest,IN,0.259
Midwest,IN,0.275
Midwest,IN,0.31
Midwest,IN,0.294
Midwest,IN,0.307
Midwest,IN,0.293
Midwest,IN,0.326
Midwest,IN,0.302
Midwest,IN,0.308
Midwest,IN,0.303
Midwest,IN,0.292
Midwest,IN,0.26
Midwest,IN,0.32
Midwest,IN,0.336
Midwest,IN,0.296
Midwest,IN,0.274
Midwest,IN,0.288
Midwest,IN,0.267
Midwest,IN,0.247
Midwest,IN,0.23
Midwest,IN,0.339
Midwest,IN,0.319
Midwest,IN,0.263
Midwest,IN,0.228
Midwest,IN,0.27
Midwest,IN,0.268
Midwest,IN,0.251
Midwest,IN,0.271
Midwest,IN,0.295
Midwest,IN,0.295
Midwest,IN,0.301
Midwest,IN,0.289
Midwest,IN,0.341
Midwest,IN,0.302
Midwest,IN,0.272
Midwest,IN,0.26
Midwest,IN,0.291
Midwest,IN,0.266
Midwest,IN,0.331
Midwest,IN,0.317
Midwest,IN,0.293
Midwest,IN,0.283
Midwest,IN,0.218
Midwest,IN,0.19
Midwest,IN,0.283
Midwest,IN,0.25
Midwest,IN,0.295
Midwest,IN,0.301
Midwest,IN,0.296
Midwest,IN,0.28
Midwest,IN,0.252
Midwest,IN,0.251
Midwest,IN,0.288
Midwest,IN,0.266
Midwest,IN,0.365
Midwest,IN,0.356
Midwest,IN,0.308
Midwest,IN,0.273
Midwest,IN,0.319
Midwest,IN,0.303
Midwest,IN,0.27
Midwest,IN,0.247
Midwest,IN,0.322
Midwest,IN,0.291
Midwest,IN,0.28
Midwest,IN,0.263
Midwest,IN,0.274
Midwest,IN,0.267
Midwest,IN,0.286
Midwest,IN,0.245
Midwest,IN,0.315
Midwest,IN,0.287
Midwest,IN,0.388
Midwest,IN,0.348
Midwest,IN,0.292
Midwest,IN,0.262
Midwest,IN,0.335
Midwest,IN,0.335
Midwest,IN,0.306
Midwest,IN,0.293
Midwest,IN,0.306
Midwest,IN,0.292
Midwest,IN,0.282
Midwest,IN,0.281
Midwest,IN,0.262
Midwest,IN,0.248
Midwest,IN,0.38
Midwest,IN,0.372
Midwest,IN,0.276
Midwest,IN,0.251
Midwest,IN,0.34
Midwest,IN,0.322
Midwest,IN,0.306
Midwest,IN,0.33
Midwest,IN,0.254
Midwest,IN,0.253
Midwest,IN,0.317
Midwest,IN,0.302
Midwest,IN,0.269
Midwest,IN,0.291
Midwest,IN,0.294
Midwest,IN,0.275
Midwest,IN,0.319
Midwest,IN,0.301
Midwest,IN,0.294
Midwest,IN,0.278
Midwest,IN,0.296
Midwest,IN,0.301
Midwest,IN,0.309
Midwest,IN,0.259
Midwest,IN,0.229
Midwest,IN,0.229
Midwest,IN,0.345
Midwest,IN,0.298
Midwest,IN,0.295
Midwest,IN,0.278
Midwest,IN,0.253
Midwest,IN,0.28
Midwest,IN,0.295
Midwest,IN,0.266
Midwest,IN,0.195
Midwest,IN,0.199
Midwest,KS,0.282
Midwest,KS,0.285
Midwest,KS,0.3
Midwest,KS,0.305
Midwest,KS,0.299
Midwest,KS,0.281
Midwest,KS,0.345
Midwest,KS,0.322
Midwest,KS,0.288
Midwest,KS,0.29
Midwest,KS,0.254
Midwest,KS,0.267
Midwest,KS,0.315
Midwest,KS,0.31
Midwest,KS,0.253
Midwest,KS,0.248
Midwest,KS,0.236
Midwest,KS,0.259
Midwest,KS,0.308
Midwest,KS,0.315
Midwest,KS,0.292
Midwest,KS,0.337
Midwest,KS,0.274
Midwest,KS,0.297
Midwest,KS,0.297
Midwest,KS,0.287
Midwest,KS,0.281
Midwest,KS,0.252
Midwest,KS,0.262
Midwest,KS,0.283
Midwest,KS,0.271
Midwest,KS,0.265
Midwest,KS,0.268
Midwest,KS,0.277
Midwest,KS,0.306
Midwest,KS,0.277
Midwest,KS,0.253
Midwest,KS,0.283
Midwest,KS,0.282
Midwest,KS,0.28
Midwest,KS,0.269
Midwest,KS,0.295
Midwest,KS,0.258
Midwest,KS,0.179
Midwest,KS,0.179
Midwest,KS,0.286
Midwest,KS,0.279
Midwest,KS,0.269
Midwest,KS,0.272
Midwest,KS,0.261
Midwest,KS,0.264
Midwest,KS,0.279
Midwest,KS,0.3
Midwest,KS,0.244
Midwest,KS,0.237
Midwest,KS,0.285
Midwest,KS,0.3
Midwest,KS,0.298
Midwest,KS,0.3
Midwest,KS,0.266
Midwest,KS,0.259
Midwest,KS,0.308
Midwest,KS,0.291
Midwest,KS,0.268
Midwest,KS,0.277
Midwest,KS,0.252
Midwest,KS,0.264
Midwest,KS,0.261
Midwest,KS,0.244
Midwest,KS,0.322
Midwest,KS,0.273
Midwest,KS,0.248
Midwest,KS,0.225
Midwest,KS,0.357
Midwest,KS,0.315
Midwest,KS,0.264
Midwest,KS,0.266
Midwest,KS,0.291
Midwest,KS,0.309
Midwest,KS,0.296
Midwest,KS,0.286
Midwest,KS,0.232
Midwest,KS,0.223
Midwest,KS,0.294
Midwest,KS,0.302
Midwest,KS,0.179
Midwest,KS,0.171
Midwest,KS,0.263
Midwest,KS,0.282
Midwest,KS,0.315
Midwest,KS,0.323
Midwest,KS,0.288
Midwest,KS,0.312
Midwest,KS,0.306
Midwest,KS,0.264
Midwest,KS,0.257
Midwest,KS,0.25
Midwest,KS,0.28
Midwest,KS,0.272
Midwest,KS,0.298
Midwest,KS,0.274
Midwest,KS,0.313
Midwest,KS,0.281
Midwest,KS,0.238
Midwest,KS,0.235
Midwest,KS,0.293
Midwest,KS,0.251
Midwest,KS,0.297
Midwest,KS,0.301
Midwest,KS,0.246
Midwest,KS,0.242
Midwest,KS,0.266
Midwest,KS,0.29
Midwest,KS,0.258
Midwest,KS,0.263
Midwest,KS,0.283
Midwest,KS,0.281
Midwest,KS,0.297
Midwest,KS,0.301
Midwest,KS,0.247
Midwest,KS,0.269
Midwest,KS,0.318
Midwest,KS,0.31
Midwest,KS,0.269
Midwest,KS,0.25
Midwest,KS,0.321
Midwest,KS,0.3
Midwest,KS,0.286
Midwest,KS,0.293
Midwest,KS,0.27
Midwest,KS,0.267
Midwest,KS,0.303
Midwest,KS,0.29
Midwest,KS,0.291
Midwest,KS,0.273
Midwest,KS,0.297
Midwest,KS,0.293
Midwest,KS,0.291
Midwest,KS,0.273
Midwest,KS,0.301
Midwest,KS,0.312
Midwest,KS,0.237
Midwest,KS,0.233
Midwest,KS,0.265
Midwest,KS,0.233
Midwest,KS,0.306
Midwest,KS,0.327
Midwest,KS,0.243
Midwest,KS,0.235
Midwest,KS,0.296
Midwest,KS,0.312
Midwest,KS,0.251
Midwest,KS,0.255
Midwest,KS,0.172
Midwest,KS,0.167
Midwest,KS,0.273
Midwest,KS,0.29
Midwest,KS,0.267
Midwest,KS,0.278
Midwest,KS,0.263
Midwest,KS,0.249
Midwest,KS,0.243
Midwest,KS,0.235
Midwest,KS,0.282
Midwest,KS,0.301
Midwest,KS,0.248
Midwest,KS,0.245
Midwest,KS,0.293
Midwest,KS,0.283
Midwest,KS,0.245
Midwest,KS,0.242
Midwest,KS,0.281
Midwest,KS,0.273
Midwest,KS,0.287
Midwest,KS,0.299
Midwest,KS,0.304
Midwest,KS,0.269
Midwest,KS,0.314
Midwest,KS,0.304
Midwest,KS,0.287
Midwest,KS,0.307
Midwest,KS,0.281
Midwest,KS,0.286
Midwest,KS,0.225
Midwest,KS,0.248
Midwest,KS,0.279
Midwest,KS,0.239
Midwest,KS,0.259
Midwest,KS,0.231
Midwest,KS,0.277
Midwest,KS,0.311
Midwest,KS,0.309
Midwest,KS,0.287
Midwest,KS,0.267
Midwest,KS,0.266
Midwest,KS,0.322
Midwest,KS,0.296
Midwest,KS,0.334
Midwest,KS,0.324
South,KY,0.347
South,KY,0.319
South,KY,0.285
South,KY,0.299
South,KY,0.338
South,KY,0.314
South,KY,0.334
South,KY,0.35
South,KY,0.31
South,KY,0.318
South,KY,0.354
South,KY,0.351
South,KY,0.308
South,KY,0.302
South,KY,0.256
South,KY,0.232
South,KY,0.365
South,KY,0.361
South,KY,0.345
South,KY,0.326
South,KY,0.283
South,KY,0.263
South,KY,0.331
South,KY,0.314
South,KY,0.349
South,KY,0.342
South,KY,0.342
South,KY,0.335
South,KY,0.366
South,KY,0.321
South,KY,0.343
South,KY,0.336
South,KY,0.304
South,KY,0.299
South,KY,0.242
South,KY,0.224
South,KY,0.261
South,KY,0.245
South,KY,0.304
South,KY,0.291
South,KY,0.312
South,KY,0.264
South,KY,0.395
South,KY,0.371
South,KY,0.381
South,KY,0.341
South,KY,0.309
South,KY,0.315
South,KY,0.305
South,KY,0.266
South,KY,0.336
South,KY,0.336
South,KY,0.364
South,KY,0.337
South,KY,0.369
South,KY,0.356
South,KY,0.366
South,KY,0.319
South,KY,0.27
South,KY,0.254
South,KY,0.328
South,KY,0.353
South,KY,0.378
South,KY,0.395
South,KY,0.327
South,KY,0.325
South,KY,0.235
South,KY,0.231
South,KY,0.35
South,KY,0.345
South,KY,0.394
South,KY,0.378
South,KY,0.293
South,KY,0.302
South,KY,0.358
South,KY,0.339
South,KY,0.367
South,KY,0.395
South,KY,0.342
South,KY,0.35
South,KY,0.337
South,KY,0.302
South,KY,0.334
South,KY,0.3
South,KY,0.363
South,KY,0.344
South,KY,0.382
South,KY,0.317
South,KY,0.329
South,KY,0.322
South,KY,0.3
South,KY,0.296
South,KY,0.299
South,KY,0.295
South,KY,0.389
South,KY,0.383
South,KY,0.315
South,KY,0.31
South,KY,0.343
South,KY,0.346
South,KY,0.296
South,KY,0.276
South,KY,0.341
South,KY,0.341
South,KY,0.333
South,KY,0.321
South,KY,0.338
South,KY,0.323
South,KY,0.332
South,KY,0.323
South,KY,0.285
South,KY,0.258
South,KY,0.313
South,KY,0.281
South,KY,0.37
South,KY,0.359
South,KY,0.264
South,KY,0.244
South,KY,0.383
South,KY,0.396
South,KY,0.351
South,KY,0.345
South,KY,0.34
South,KY,0.326
South,KY,0.334
South,KY,0.323
South,KY,0.346
South,KY,0.363
South,KY,0.366
South,KY,0.369
South,KY,0.363
South,KY,0.359
South,KY,0.368
South,KY,0.377
South,KY,0.368
South,KY,0.386
South,KY,0.358
South,KY,0.357
South,KY,0.317
South,KY,0.317
South,KY,0.347
South,KY,0.328
South,KY,0.308
South,KY,0.324
South,KY,0.298
South,KY,0.279
South,KY,0.412
South,KY,0.369
South,KY,0.315
South,KY,0.29
South,KY,0.28
South,KY,0.264
South,KY,0.375
South,KY,0.361
South,KY,0.322
South,KY,0.296
South,KY,0.29
South,KY,0.275
South,KY,0.347
South,KY,0.323
South,KY,0.36
South,KY,0.309
South,KY,0.298
South,KY,0.273
South,KY,0.314
South,KY,0.297
South,KY,0.301
South,KY,0.276
South,KY,0.307
South,KY,0.332
South,KY,0.319
South,KY,0.272
South,KY,0.296
South,KY,0.311
South,KY,0.327
South,KY,0.331
South,KY,0.307
South,KY,0.322
South,KY,0.3
South,KY,0.293
South,KY,0.368
South,KY,0.35
South,KY,0.356
South,KY,0.335
South,KY,0.257
South,KY,0.246
South,KY,0.396
South,KY,0.34
South,KY,0.34
South,KY,0.327
South,KY,0.321
South,KY,0.328
South,KY,0.382
South,KY,0.385
South,KY,0.361
South,KY,0.332
South,KY,0.368
South,KY,0.317
South,KY,0.33
South,KY,0.336
South,KY,0.36
South,KY,0.329
South,KY,0.351
South,KY,0.336
South,KY,0.291
South,KY,0.294
South,KY,0.382
South,KY,0.371
South,KY,0.253
South,KY,0.22
South,KY,0.271
South,KY,0.318
South,KY,0.351
South,KY,0.344
South,KY,0.308
South,KY,0.283
South,KY,0.276
South,KY,0.314
South,KY,0.366
South,KY,0.35
South,KY,0.347
South,KY,0.305
South,KY,0.317
South,KY,0.312
South,KY,0.335
South,KY,0.301
South,KY,0.29
South,KY,0.277
South,KY,0.33
South,KY,0.348
South,KY,0.404
South,KY,0.358
South,KY,0.325
South,KY,0.311
South,KY,0.343
South,KY,0.345
South,KY,0.332
South,KY,0.329
South,KY,0.268
South,KY,0.309
South,LA,0.372
South,LA,0.394
South,LA,0.37
South,LA,0.348
South,LA,0.272
South,LA,0.269
South,LA,0.304
South,LA,0.291
South,LA,0.348
South,LA,0.361
South,LA,0.32
South,LA,0.314
South,LA,0.33
South,LA,0.351
South,LA,0.261
South,LA,0.252
South,LA,0.335
South,LA,0.328
South,LA,0.309
South,LA,0.318
South,LA,0.359
South,LA,0.335
South,LA,0.268
South,LA,0.266
South,LA,0.35
South,LA,0.33
South,LA,0.342
South,LA,0.329
South,LA,0.322
South,LA,0.356
South,LA,0.319
South,LA,0.329
South,LA,0.252
South,LA,0.245
South,LA,0.34
South,LA,0.363
South,LA,0.3
South,LA,0.312
South,LA,0.309
South,LA,0.299
South,LA,0.383
South,LA,0.369
South,LA,0.324
South,LA,0.318
South,LA,0.344
South,LA,0.343
South,LA,0.353
South,LA,0.338
South,LA,0.335
South,LA,0.344
South,LA,0.329
South,LA,0.341
South,LA,0.302
South,LA,0.296
South,LA,0.293
South,LA,0.294
South,LA,0.258
South,LA,0.239
South,LA,0.33
South,LA,0.337
South,LA,0.269
South,LA,0.275
South,LA,0.288
South,LA,0.285
South,LA,0.348
South,LA,0.323
South,LA,0.376
South,LA,0.37
South,LA,0.334
South,LA,0.309
South,LA,0.286
South,LA,0.274
South,LA,0.321
South,LA,0.323
South,LA,0.318
South,LA,0.317
South,LA,0.3
South,LA,0.302
South,LA,0.324
South,LA,0.313
South,LA,0.336
South,LA,0.376
South,LA,0.334
South,LA,0.352
South,LA,0.331
South,LA,0.332
South,LA,0.365
South,LA,0.352
South,LA,0.329
South,LA,0.329
South,LA,0.327
South,LA,0.343
South,LA,0.32
South,LA,0.325
South,LA,0.32
South,LA,0.325
South,LA,0.346
South,LA,0.324
South,LA,0.298
South,LA,0.298
South,LA,0.324
South,LA,0.329
South,LA,0.246
South,LA,0.239
South,LA,0.329
South,LA,0.328
South,LA,0.378
South,LA,0.374
South,LA,0.337
South,LA,0.336
South,LA,0.334
South,LA,0.336
South,LA,0.312
South,LA,0.318
South,LA,0.293
South,LA,0.312
South,LA,0.349
South,LA,0.338
South,LA,0.343
South,LA,0.36
South,LA,0.293
South,LA,0.306
South,LA,0.344
South,LA,0.345
South,LA,0.294
South,LA,0.277
South,LA,0.357
South,LA,0.343
Northeast,MA,0.175
Northeast,MA,0.173
Northeast,MA,0.207
Northeast,MA,0.188
Northeast,MA,0.283
Northeast,MA,0.264
Northeast,MA,0.203
Northeast,MA,0.185
Northeast,MA,0.216
Northeast,MA,0.203
Northeast,MA,0.191
Northeast,MA,0.181
Northeast,MA,0.268
Northeast,MA,0.267
Northeast,MA,0.171
Northeast,MA,0.152
Northeast,MA,0.218
Northeast,MA,0.208
Northeast,MA,0.198
Northeast,MA,0.174
Northeast,MA,0.201
Northeast,MA,0.188
Northeast,MA,0.231
Northeast,MA,0.239
Northeast,MA,0.215
Northeast,MA,0.199
Northeast,MA,0.233
Northeast,MA,0.222
South,MD,0.311
South,MD,0.308
South,MD,0.225
South,MD,0.211
South,MD,0.278
South,MD,0.261
South,MD,0.303
South,MD,0.29
South,MD,0.247
South,MD,0.224
South,MD,0.298
South,MD,0.293
South,MD,0.214
South,MD,0.212
South,MD,0.276
South,MD,0.269
South,MD,0.241
South,MD,0.233
South,MD,0.301
South,MD,0.3
South,MD,0.231
South,MD,0.205
South,MD,0.3
South,MD,0.288
South,MD,0.252
South,MD,0.227
South,MD,0.184
South,MD,0.181
South,MD,0.263
South,MD,0.249
South,MD,0.174
South,MD,0.17
South,MD,0.238
South,MD,0.228
South,MD,0.238
South,MD,0.222
South,MD,0.314
South,MD,0.313
South,MD,0.232
South,MD,0.223
South,MD,0.216
South,MD,0.215
South,MD,0.271
South,MD,0.267
South,MD,0.289
South,MD,0.272
South,MD,0.256
South,MD,0.258
Northeast,ME,0.251
Northeast,ME,0.24
Northeast,ME,0.31
Northeast,ME,0.301
Northeast,ME,0.163
Northeast,ME,0.157
Northeast,ME,0.22
Northeast,ME,0.215
Northeast,ME,0.208
Northeast,ME,0.199
Northeast,ME,0.219
Northeast,ME,0.218
Northeast,ME,0.205
Northeast,ME,0.188
Northeast,ME,0.215
Northeast,ME,0.207
Northeast,ME,0.246
Northeast,ME,0.232
Northeast,ME,0.261
Northeast,ME,0.243
Northeast,ME,0.248
Northeast,ME,0.253
Northeast,ME,0.193
Northeast,ME,0.195
Northeast,ME,0.284
Northeast,ME,0.273
Northeast,ME,0.242
Northeast,ME,0.246
Northeast,ME,0.302
Northeast,ME,0.288
Northeast,ME,0.214
Northeast,ME,0.196
Midwest,MI,0.283
Midwest,MI,0.261
Midwest,MI,0.242
Midwest,MI,0.244
Midwest,MI,0.249
Midwest,MI,0.241
Midwest,MI,0.209
Midwest,MI,0.216
Midwest,MI,0.244
Midwest,MI,0.207
Midwest,MI,0.243
Midwest,MI,0.223
Midwest,MI,0.213
Midwest,MI,0.217
Midwest,MI,0.252
Midwest,MI,0.221
Midwest,MI,0.256
Midwest,MI,0.24
Midwest,MI,0.209
Midwest,MI,0.183
Midwest,MI,0.296
Midwest,MI,0.277
Midwest,MI,0.278
Midwest,MI,0.253
Midwest,MI,0.252
Midwest,MI,0.246
Midwest,MI,0.264
Midwest,MI,0.262
Midwest,MI,0.196
Midwest,MI,0.195
Midwest,MI,0.269
Midwest,MI,0.262
Midwest,MI,0.241
Midwest,MI,0.249
Midwest,MI,0.286
Midwest,MI,0.302
Midwest,MI,0.239
Midwest,MI,0.223
Midwest,MI,0.238
Midwest,MI,0.241
Midwest,MI,0.258
Midwest,MI,0.247
Midwest,MI,0.222
Midwest,MI,0.211
Midwest,MI,0.258
Midwest,MI,0.254
Midwest,MI,0.195
Midwest,MI,0.182
Midwest,MI,0.301
Midwest,MI,0.274
Midwest,MI,0.304
Midwest,MI,0.307
Midwest,MI,0.23
Midwest,MI,0.223
Midwest,MI,0.182
Midwest,MI,0.188
Midwest,MI,0.281
Midwest,MI,0.318
Midwest,MI,0.249
Midwest,MI,0.225
Midwest,MI,0.228
Midwest,MI,0.226
Midwest,MI,0.229
Midwest,MI,0.235
Midwest,MI,0.202
Midwest,MI,0.185
Midwest,MI,0.238
Midwest,MI,0.222
Midwest,MI,0.234
Midwest,MI,0.26
Midwest,MI,0.234
Midwest,MI,0.227
Midwest,MI,0.202
Midwest,MI,0.211
Midwest,MI,0.259
Midwest,MI,0.218
Midwest,MI,0.205
Midwest,MI,0.191
Midwest,MI,0.279
Midwest,MI,0.245
Midwest,MI,0.207
Midwest,MI,0.208
Midwest,MI,0.229
Midwest,MI,0.22
Midwest,MI,0.262
Midwest,MI,0.252
Midwest,MI,0.25
Midwest,MI,0.221
Midwest,MI,0.241
Midwest,MI,0.24
Midwest,MI,0.186
Midwest,MI,0.173
Midwest,MI,0.231
Midwest,MI,0.215
Midwest,MI,0.251
Midwest,MI,0.238
Midwest,MI,0.228
Midwest,MI,0.221
Midwest,MI,0.257
Midwest,MI,0.209
Midwest,MI,0.159
Midwest,MI,0.157
Midwest,MI,0.259
Midwest,MI,0.23
Midwest,MI,0.245
Midwest,MI,0.238
Midwest,MI,0.298
Midwest,MI,0.277
Midwest,MI,0.247
Midwest,MI,0.243
Midwest,MI,0.251
Midwest,MI,0.234
Midwest,MI,0.246
Midwest,MI,0.215
Midwest,MI,0.223
Midwest,MI,0.235
Midwest,MI,0.269
Midwest,MI,0.238
Midwest,MI,0.244
Midwest,MI,0.233
Midwest,MI,0.246
Midwest,MI,0.249
Midwest,MI,0.204
Midwest,MI,0.192
Midwest,MI,0.25
Midwest,MI,0.228
Midwest,MI,0.284
Midwest,MI,0.278
Midwest,MI,0.234
Midwest,MI,0.238
Midwest,MI,0.286
Midwest,MI,0.25
Midwest,MI,0.249
Midwest,MI,0.214
Midwest,MI,0.232
Midwest,MI,0.246
Midwest,MI,0.201
Midwest,MI,0.19
Midwest,MI,0.24
Midwest,MI,0.264
Midwest,MI,0.296
Midwest,MI,0.282
Midwest,MI,0.28
Midwest,MI,0.264
Midwest,MI,0.257
Midwest,MI,0.237
Midwest,MI,0.27
Midwest,MI,0.25
Midwest,MI,0.244
Midwest,MI,0.211
Midwest,MI,0.228
Midwest,MI,0.224
Midwest,MI,0.276
Midwest,MI,0.272
Midwest,MI,0.276
Midwest,MI,0.276
Midwest,MI,0.294
Midwest,MI,0.254
Midwest,MI,0.184
Midwest,MI,0.17
Midwest,MI,0.277
Midwest,MI,0.264
Midwest,MI,0.256
Midwest,MI,0.241
Midwest,MN,0.235
Midwest,MN,0.249
Midwest,MN,0.224
Midwest,MN,0.208
Midwest,MN,0.237
Midwest,MN,0.233
Midwest,MN,0.238
Midwest,MN,0.231
Midwest,MN,0.22
Midwest,MN,0.195
Midwest,MN,0.236
Midwest,MN,0.214
Midwest,MN,0.239
Midwest,MN,0.207
Midwest,MN,0.236
Midwest,MN,0.218
Midwest,MN,0.209
Midwest,MN,0.187
Midwest,MN,0.171
Midwest,MN,0.162
Midwest,MN,0.213
Midwest,MN,0.222
Midwest,MN,0.305
Midwest,MN,0.31
Midwest,MN,0.216
Midwest,MN,0.222
Midwest,MN,0.246
Midwest,MN,0.24
Midwest,MN,0.263
Midwest,MN,0.252
Midwest,MN,0.204
Midwest,MN,0.192
Midwest,MN,0.255
Midwest,MN,0.271
Midwest,MN,0.209
Midwest,MN,0.212
Midwest,MN,0.171
Midwest,MN,0.162
Midwest,MN,0.215
Midwest,MN,0.197
Midwest,MN,0.217
Midwest,MN,0.193
Midwest,MN,0.265
Midwest,MN,0.259
Midwest,MN,0.229
Midwest,MN,0.221
Midwest,MN,0.245
Midwest,MN,0.251
Midwest,MN,0.212
Midwest,MN,0.201
Midwest,MN,0.241
Midwest,MN,0.241
Midwest,MN,0.173
Midwest,MN,0.168
Midwest,MN,0.218
Midwest,MN,0.236
Midwest,MN,0.244
Midwest,MN,0.22
Midwest,MN,0.188
Midwest,MN,0.173
Midwest,MN,0.225
Midwest,MN,0.215
Midwest,MN,0.233
Midwest,MN,0.219
Midwest,MN,0.239
Midwest,MN,0.223
Midwest,MN,0.236
Midwest,MN,0.232
Midwest,MN,0.269
Midwest,MN,0.261
Midwest,MN,0.231
Midwest,MN,0.231
Midwest,MN,0.275
Midwest,MN,0.269
Midwest,MN,0.251
Midwest,MN,0.219
Midwest,MN,0.243
Midwest,MN,0.251
Midwest,MN,0.222
Midwest,MN,0.202
Midwest,MN,0.246
Midwest,MN,0.237
Midwest,MN,0.2
Midwest,MN,0.186
Midwest,MN,0.302
Midwest,MN,0.288
Midwest,MN,0.244
Midwest,MN,0.242
Midwest,MN,0.261
Midwest,MN,0.282
Midwest,MN,0.191
Midwest,MN,0.205
Midwest,MN,0.241
Midwest,MN,0.236
Midwest,MN,0.244
Midwest,MN,0.248
Midwest,MN,0.223
Midwest,MN,0.232
Midwest,MN,0.235
Midwest,MN,0.249
Midwest,MN,0.225
Midwest,MN,0.226
Midwest,MN,0.186
Midwest,MN,0.175
Midwest,MN,0.265
Midwest,MN,0.256
Midwest,MN,0.294
Midwest,MN,0.306
Midwest,MN,0.202
Midwest,MN,0.193
Midwest,MN,0.234
Midwest,MN,0.226
Midwest,MN,0.229
Midwest,MN,0.218
Midwest,MN,0.233
Midwest,MN,0.23
Midwest,MN,0.217
Midwest,MN,0.227
Midwest,MN,0.266
Midwest,MN,0.25
Midwest,MN,0.274
Midwest,MN,0.26
Midwest,MN,0.176
Midwest,MN,0.177
Midwest,MN,0.224
Midwest,MN,0.223
Midwest,MN,0.23
Midwest,MN,0.222
Midwest,MN,0.241
Midwest,MN,0.231
Midwest,MN,0.204
Midwest,MN,0.201
Midwest,MN,0.22
